timestamp, db size, shm size, wal size, tmp dir size, note
2021-03-14 18:09:52.292464, 0, 0, 0, 0,
2021-03-14 18:09:52.565147, 4096, 0, 0, 0,
2021-03-14 18:09:52.766912, 4096, 32768, 12392, 0,
2021-03-14 18:09:52.969309, 4096, 32768, 12392, 0,
2021-03-14 18:09:53.171500, 4096, 32768, 12392, 0,
2021-03-14 18:09:53.373656, 4096, 32768, 12392, 0,
2021-03-14 18:09:53.575862, 4096, 32768, 12392, 0,
2021-03-14 18:09:53.778136, 4096, 32768, 12392, 0,
2021-03-14 18:09:53.980111, 4096, 32768, 12392, 0,
2021-03-14 18:09:54.182331, 4096, 32768, 12392, 0,
2021-03-14 18:09:54.383944, 4096, 32768, 12392, 0,
2021-03-14 18:09:54.586149, 4096, 32768, 12392, 0,
2021-03-14 18:09:54.788170, 4096, 32768, 12392, 0,
2021-03-14 18:09:54.990111, 4096, 32768, 12392, 0,
2021-03-14 18:09:55.191824, 4096, 32768, 12392, 0,
2021-03-14 18:09:55.393468, 4096, 32768, 12392, 0,
2021-03-14 18:09:55.595186, 4096, 32768, 12392, 0,
2021-03-14 18:09:55.767346,,,,,Writing 100 rows
2021-03-14 18:09:55.797379, 4096, 32768, 12392, 0,
2021-03-14 18:09:55.999356, 4096, 32768, 12392, 0,
2021-03-14 18:09:56.200220, 4096, 32768, 655136, 0,
2021-03-14 18:09:56.436574, 4096, 32768, 2047696, 0,
2021-03-14 18:09:56.645483, 4096, 32768, 4095336, 0,
2021-03-14 18:09:57.001816, 5025792, 32768, 5117072, 0,
2021-03-14 18:09:57.202833, 5025792, 32768, 5117072, 0,
2021-03-14 18:09:57.443529, 5025792, 32768, 5117072, 0,
2021-03-14 18:09:57.701135, 10035200, 32768, 5117072, 0,
2021-03-14 18:09:57.912001, 10035200, 32768, 5117072, 0,
2021-03-14 18:09:58.254432, 10047488, 32768, 5117072, 0,
2021-03-14 18:09:58.477834, 15052800, 32768, 5117072, 0,
2021-03-14 18:09:58.699653, 15052800, 32768, 5117072, 0,
2021-03-14 18:09:58.941663, 15052800, 32768, 5117072, 0,
2021-03-14 18:09:59.165682, 20062208, 32768, 5117072, 0,
2021-03-14 18:09:59.368080, 20062208, 32768, 5117072, 0,
2021-03-14 18:09:59.609685, 20062208, 32768, 5117072, 0,
2021-03-14 18:09:59.826120, 25079808, 32768, 5117072, 0,
2021-03-14 18:10:00.041840, 25079808, 32768, 5117072, 0,
2021-03-14 18:10:00.295455, 25079808, 32768, 5117072, 0,
2021-03-14 18:10:00.584402, 30089216, 32768, 5117072, 0,
2021-03-14 18:10:00.808093, 30089216, 32768, 5117072, 0,
2021-03-14 18:10:01.009016, 30089216, 32768, 5117072, 0,
2021-03-14 18:10:01.313821, 35106816, 32768, 5117072, 0,
2021-03-14 18:10:01.562442, 35106816, 32768, 5117072, 0,
2021-03-14 18:10:01.814821, 35106816, 32768, 5117072, 0,
2021-03-14 18:10:02.038871, 40116224, 32768, 5117072, 0,
2021-03-14 18:10:02.293813, 40116224, 32768, 5117072, 0,
2021-03-14 18:10:02.494941, 43286528, 32768, 5117072, 0,
2021-03-14 18:10:02.697004, 45133824, 32768, 5117072, 0,
2021-03-14 18:10:02.935030, 45133824, 32768, 5117072, 0,
2021-03-14 18:10:03.157152, 45133824, 32768, 5117072, 0,
2021-03-14 18:10:03.369844, 50143232, 32768, 5117072, 0,
2021-03-14 18:10:03.603014, 50143232, 32768, 5117072, 0,
2021-03-14 18:10:03.804007, 53063680, 32768, 5117072, 0,
2021-03-14 18:10:04.024501, 55160832, 32768, 5117072, 0,
2021-03-14 18:10:04.277463, 55160832, 32768, 5117072, 0,
2021-03-14 18:10:04.478472, 55775232, 32768, 5117072, 0,
2021-03-14 18:10:04.766657, 60170240, 32768, 5117072, 0,
2021-03-14 18:10:04.979687, 60170240, 32768, 5117072, 0,
2021-03-14 18:10:05.298644, 60178432, 32768, 5117072, 0,
2021-03-14 18:10:05.565777, 65187840, 32768, 5117072, 0,
2021-03-14 18:10:05.811572, 65187840, 32768, 5117072, 0,
2021-03-14 18:10:06.012569, 68345856, 32768, 5117072, 0,
2021-03-14 18:10:06.297876, 70197248, 32768, 5117072, 0,
2021-03-14 18:10:06.530224, 70197248, 32768, 5117072, 0,
2021-03-14 18:10:06.731347, 73269248, 32768, 5117072, 0,
2021-03-14 18:10:06.942141, 75214848, 32768, 5117072, 0,
2021-03-14 18:10:07.198463, 75214848, 32768, 5117072, 0,
2021-03-14 18:10:07.441082, 75214848, 32768, 5117072, 0,
2021-03-14 18:10:07.729340, 80224256, 32768, 5117072, 0,
2021-03-14 18:10:08.027623, 80224256, 32768, 5117072, 0,
2021-03-14 18:10:08.228885, 81854464, 32768, 5117072, 0,
2021-03-14 18:10:08.494832, 85241856, 32768, 5117072, 0,
2021-03-14 18:10:08.739671, 85241856, 32768, 5117072, 0,
2021-03-14 18:10:08.940834, 89628672, 32768, 5117072, 0,
2021-03-14 18:10:09.204310, 90251264, 32768, 5117072, 0,
2021-03-14 18:10:09.459303, 90251264, 32768, 5117072, 0,
2021-03-14 18:10:09.670196, 90255360, 32768, 5117072, 0,
2021-03-14 18:10:09.947745, 95268864, 32768, 5117072, 0,
2021-03-14 18:10:10.203866, 95268864, 32768, 5117072, 0,
2021-03-14 18:10:10.404794, 98238464, 32768, 5117072, 0,
2021-03-14 18:10:10.607272, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:10.808980, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:11.010948, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:11.212987, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:11.414213, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:11.616257, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:11.818294, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:12.020454, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:12.222599, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:12.424729, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:12.627161, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:12.829126, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:13.031314, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:13.233521, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:13.435748, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:13.567336,,,,,Deleting rows 40 to 99
2021-03-14 18:10:13.637826, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:13.839758, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:14.042260, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:14.243351, 100278272, 32768, 5117072, 0,
2021-03-14 18:10:14.484374, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:14.718415, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:14.973382, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:15.250938, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:15.461454, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:15.848540, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:16.049544, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:16.438582, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:16.639652, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:16.840590, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:17.070346, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:17.315227, 100278272, 32768, 5137672, 0,
2021-03-14 18:10:17.516225, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:17.731788, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:17.969204, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:18.330963, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:18.567868, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:18.768723, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:18.990417, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:19.231542, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:19.432353, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:19.666408, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:19.876517, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:20.077487, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:20.287476, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:20.531262, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:20.785569, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:21.019647, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:21.221070, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:21.596579, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:21.840815, 100278272, 32768, 5154152, 0,
2021-03-14 18:10:22.107013, 100278272, 32768, 5154152, 0,
