timestamp, db size, shm size, wal size, tmp dir size, note
2021-03-14 17:55:25.233316, 0, 0, 0, 0,
2021-03-14 17:55:25.588901, 4096, 0, 0, 0,
2021-03-14 17:55:25.991532, 4096, 32768, 12392, 0,
2021-03-14 17:55:26.194044, 4096, 32768, 12392, 0,
2021-03-14 17:55:26.395446, 4096, 32768, 12392, 0,
2021-03-14 17:55:26.597888, 4096, 32768, 12392, 0,
2021-03-14 17:55:26.800103, 4096, 32768, 12392, 0,
2021-03-14 17:55:27.002273, 4096, 32768, 12392, 0,
2021-03-14 17:55:27.204472, 4096, 32768, 12392, 0,
2021-03-14 17:55:27.406670, 4096, 32768, 12392, 0,
2021-03-14 17:55:27.608946, 4096, 32768, 12392, 0,
2021-03-14 17:55:27.811089, 4096, 32768, 12392, 0,
2021-03-14 17:55:28.013288, 4096, 32768, 12392, 0,
2021-03-14 17:55:28.215447, 4096, 32768, 12392, 0,
2021-03-14 17:55:28.417667, 4096, 32768, 12392, 0,
2021-03-14 17:55:28.619988, 4096, 32768, 12392, 0,
2021-03-14 17:55:28.822212, 4096, 32768, 12392, 0,
2021-03-14 17:55:28.996031,,,,,Writing 100 rows
2021-03-14 17:55:29.024598, 4096, 32768, 12392, 0,
2021-03-14 17:55:29.226739, 4096, 32768, 12392, 0,
2021-03-14 17:55:29.545595, 4096, 32768, 1030032, 0,
2021-03-14 17:55:29.756766, 4096, 32768, 3077696, 0,
2021-03-14 17:55:30.010691, 4096, 32768, 5117072, 0,
2021-03-14 17:55:30.287024, 5025792, 32768, 5117072, 0,
2021-03-14 17:55:30.488674, 5025792, 32768, 5117072, 0,
2021-03-14 17:55:30.751750, 5025792, 32768, 5117072, 0,
2021-03-14 17:55:30.984793, 10035200, 32768, 5117072, 0,
2021-03-14 17:55:31.241967, 10035200, 32768, 5117072, 0,
2021-03-14 17:55:31.443100, 10235904, 32768, 5117072, 0,
2021-03-14 17:55:31.663761, 15052800, 32768, 5117072, 0,
2021-03-14 17:55:31.864548, 15052800, 32768, 5117072, 0,
2021-03-14 17:55:32.150418, 15052800, 32768, 5117072, 0,
2021-03-14 17:55:32.516943, 20062208, 32768, 5117072, 0,
2021-03-14 17:55:32.781867, 20062208, 32768, 5117072, 0,
2021-03-14 17:55:32.983288, 20754432, 32768, 5117072, 0,
2021-03-14 17:55:33.225773, 25079808, 32768, 5117072, 0,
2021-03-14 17:55:33.427460, 25079808, 32768, 5117072, 0,
2021-03-14 17:55:33.628461, 25079808, 32768, 5117072, 0,
2021-03-14 17:55:33.970010, 30089216, 32768, 5117072, 0,
2021-03-14 17:55:34.171051, 30089216, 32768, 5117072, 0,
2021-03-14 17:55:34.480611, 30097408, 32768, 5117072, 0,
2021-03-14 17:55:34.744229, 35106816, 32768, 5117072, 0,
2021-03-14 17:55:34.992601, 35106816, 32768, 5117072, 0,
2021-03-14 17:55:35.193496, 37261312, 32768, 5117072, 0,
2021-03-14 17:55:35.435526, 40116224, 32768, 5117072, 0,
2021-03-14 17:55:35.677892, 40116224, 32768, 5117072, 0,
2021-03-14 17:55:35.879819, 42217472, 32768, 5117072, 0,
2021-03-14 17:55:36.110119, 45133824, 32768, 5117072, 0,
2021-03-14 17:55:36.311205, 45133824, 32768, 5117072, 0,
2021-03-14 17:55:36.555501, 45133824, 32768, 5117072, 0,
2021-03-14 17:55:36.821684, 50143232, 32768, 5117072, 0,
2021-03-14 17:55:37.022921, 50143232, 32768, 5117072, 0,
