timestamp, db size, shm size, wal size, tmp dir size, note
2021-03-14 18:18:01.631937, 0, 0, 0, 0,
2021-03-14 18:18:01.998252, 4096, 0, 0, 0,
2021-03-14 18:18:02.200367, 4096, 32768, 12392, 0,
2021-03-14 18:18:02.401497, 4096, 32768, 12392, 0,
2021-03-14 18:18:02.603714, 4096, 32768, 12392, 0,
2021-03-14 18:18:02.805955, 4096, 32768, 12392, 0,
2021-03-14 18:18:03.008178, 4096, 32768, 12392, 0,
2021-03-14 18:18:03.210321, 4096, 32768, 12392, 0,
2021-03-14 18:18:03.412224, 4096, 32768, 12392, 0,
2021-03-14 18:18:03.614383, 4096, 32768, 12392, 0,
2021-03-14 18:18:03.816332, 4096, 32768, 12392, 0,
2021-03-14 18:18:04.017826, 4096, 32768, 12392, 0,
2021-03-14 18:18:04.219778, 4096, 32768, 12392, 0,
2021-03-14 18:18:04.425170, 4096, 32768, 12392, 0,
2021-03-14 18:18:04.627358, 4096, 32768, 12392, 0,
2021-03-14 18:18:04.829372, 4096, 32768, 12392, 0,
2021-03-14 18:18:05.031739, 4096, 32768, 12392, 0,
2021-03-14 18:18:05.182359,,,,,Writing 100 rows
2021-03-14 18:18:05.234141, 4096, 32768, 12392, 0,
2021-03-14 18:18:05.436145, 4096, 32768, 12392, 0,
2021-03-14 18:18:05.731906, 4096, 32768, 1030032, 0,
2021-03-14 18:18:05.981895, 4096, 32768, 3076096, 0,
2021-03-14 18:18:06.225928, 4096, 32768, 5117072, 0,
2021-03-14 18:18:06.468696, 5025792, 32768, 5117072, 0,
2021-03-14 18:18:06.678545, 5025792, 32768, 5117072, 0,
2021-03-14 18:18:06.880688, 5025792, 32768, 5117072, 0,
2021-03-14 18:18:07.236929, 10035200, 32768, 5117072, 0,
2021-03-14 18:18:07.459997, 10035200, 32768, 5117072, 0,
2021-03-14 18:18:07.731109, 10039296, 32768, 5117072, 0,
2021-03-14 18:18:07.988232, 15052800, 32768, 5117072, 0,
2021-03-14 18:18:08.189663, 15052800, 32768, 5117072, 0,
2021-03-14 18:18:08.390680, 15052800, 32768, 5117072, 0,
2021-03-14 18:18:08.723153, 20062208, 32768, 5117072, 0,
2021-03-14 18:18:08.924218, 20062208, 32768, 5117072, 0,
2021-03-14 18:18:09.184112, 20062208, 32768, 5117072, 0,
2021-03-14 18:18:09.409667, 25079808, 32768, 5117072, 0,
2021-03-14 18:18:09.678493, 25079808, 32768, 5117072, 0,
2021-03-14 18:18:09.879489, 26886144, 32768, 5117072, 0,
2021-03-14 18:18:10.110894, 30089216, 32768, 5117072, 0,
2021-03-14 18:18:10.311917, 30089216, 32768, 5117072, 0,
2021-03-14 18:18:10.582868, 30089216, 32768, 5117072, 0,
2021-03-14 18:18:10.850710, 35106816, 32768, 5117072, 0,
2021-03-14 18:18:11.052459, 35106816, 32768, 5117072, 0,
2021-03-14 18:18:11.320261, 35106816, 32768, 5117072, 0,
2021-03-14 18:18:11.584782, 40116224, 32768, 5117072, 0,
2021-03-14 18:18:11.786358, 40116224, 32768, 5117072, 0,
2021-03-14 18:18:11.987389, 40116224, 32768, 5117072, 0,
2021-03-14 18:18:12.326507, 45133824, 32768, 5117072, 0,
2021-03-14 18:18:12.528386, 45133824, 32768, 5117072, 0,
2021-03-14 18:18:12.795971, 45133824, 32768, 5117072, 0,
2021-03-14 18:18:13.050902, 50143232, 32768, 5117072, 0,
2021-03-14 18:18:13.252812, 50143232, 32768, 5117072, 0,
2021-03-14 18:18:13.453622, 50143232, 32768, 5117072, 0,
2021-03-14 18:18:13.779047, 55160832, 32768, 5117072, 0,
2021-03-14 18:18:13.980798, 55160832, 32768, 5117072, 0,
2021-03-14 18:18:14.249589, 55164928, 32768, 5117072, 0,
2021-03-14 18:18:14.536480, 60170240, 32768, 5117072, 0,
2021-03-14 18:18:14.737784, 60170240, 32768, 5117072, 0,
2021-03-14 18:18:15.009892, 60186624, 32768, 5117072, 0,
2021-03-14 18:18:15.277134, 65187840, 32768, 5117072, 0,
2021-03-14 18:18:15.478269, 65187840, 32768, 5117072, 0,
2021-03-14 18:18:15.746238, 65187840, 32768, 5117072, 0,
2021-03-14 18:18:15.965902, 70197248, 32768, 5117072, 0,
2021-03-14 18:18:16.223404, 70197248, 32768, 5117072, 0,
2021-03-14 18:18:16.424418, 70197248, 32768, 5117072, 0,
2021-03-14 18:18:16.775013, 75214848, 32768, 5117072, 0,
2021-03-14 18:18:17.033565, 75214848, 32768, 5117072, 0,
2021-03-14 18:18:17.235274, 76079104, 32768, 5117072, 0,
2021-03-14 18:18:17.477492, 80224256, 32768, 5117072, 0,
2021-03-14 18:18:17.679206, 80224256, 32768, 5117072, 0,
2021-03-14 18:18:17.880216, 80224256, 32768, 5117072, 0,
2021-03-14 18:18:18.172000, 85241856, 32768, 5117072, 0,
2021-03-14 18:18:18.392646, 85241856, 32768, 5117072, 0,
2021-03-14 18:18:18.663845, 85241856, 32768, 5117072, 0,
2021-03-14 18:18:18.951887, 90251264, 32768, 5117072, 0,
2021-03-14 18:18:19.153552, 90251264, 32768, 5117072, 0,
2021-03-14 18:18:19.354801, 90251264, 32768, 5117072, 0,
2021-03-14 18:18:19.669883, 95268864, 32768, 5117072, 0,
2021-03-14 18:18:19.871024, 95268864, 32768, 5117072, 0,
2021-03-14 18:18:20.072784, 95268864, 32768, 5117072, 0,
2021-03-14 18:18:20.369929, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:20.571829, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:20.773920, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:20.975860, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:21.177909, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:21.379893, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:21.581784, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:21.783820, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:21.985766, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:22.187743, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:22.389733, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:22.591401, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:22.793652, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:22.995815, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:23.197595, 100278272, 32768, 5117072, 0,
2021-03-14 18:18:23.371802,,,,,Checkpoint (truncate)
2021-03-14 18:18:23.399925, 100278272, 32768, 5117072, 0,
